node_id,label
5390a25820f70186a0e5fe6d,1105
5390a25820f70186a0e60565,1039
5390a2be20f70186a0e64234,2221
5390a2be20f70186a0e64ca0,1736
5390a2e920f70186a0e6735b,2507
5390a2e920f70186a0e67738,769
5390a2e920f70186a0e6787f,795
5390a2e920f70186a0e68385,3044
5390a30b20f70186a0e68aaa,-1
5390a30b20f70186a0e69937,394
5390a30b20f70186a0e69bb6,1105
5390a30b20f70186a0e69c4f,1426
5390a30b20f70186a0e6ac03,2092
5390a30b20f70186a0e6af3e,-1
5390a30b20f70186a0e6afe8,1736
5390a37f20f70186a0e6b9b0,1318
5390a37f20f70186a0e6c21d,2658
5390a37f20f70186a0e6c242,1650
5390a37f20f70186a0e6cec8,1392
5390a37f20f70186a0e6cf66,1392
5390a37f20f70186a0e6d44e,2301
5390a37f20f70186a0e6d523,1039
5390a40520f70186a0e6ecda,1105
5390a40520f70186a0e6fc06,2221
5390a40520f70186a0e70180,793
5390a40520f70186a0e702fd,-1
5390a40520f70186a0e709c5,-1
5390a45620f70186a0e72eb4,-1
5390a4cc20f70186a0e74ea5,795
5390a4cc20f70186a0e74f74,387
5390a4cc20f70186a0e75d64,-1
5390a54620f70186a0e76bc0,784
5390a54620f70186a0e77e6a,-1
5390a54720f70186a0e78b4d,2110
5390a54720f70186a0e7903d,-1
5390a55520f70186a0e7b1ba,3029
5390a5b020f70186a0e7ce50,3258
5390a5b020f70186a0e7d646,1363
5390a5b020f70186a0e7de21,947
5390a5dc20f70186a0e7e797,2459
5390a5dc20f70186a0e7f2a3,-1
5390a5dc20f70186a0e80bf2,-1
5390a63c20f70186a0e81174,-1
5390a63c20f70186a0e81282,-1
5390a63c20f70186a0e8132b,-1
5390a63c20f70186a0e82955,-1
5390a6b120f70186a0e83d97,-1
5390a6b120f70186a0e84f0f,-1
5390a6b120f70186a0e851dd,-1
5390a6d920f70186a0e86461,1424
5390a6d920f70186a0e86552,-1
5390a6d920f70186a0e882f1,-1
5390a72220f70186a0e89454,1426
5390a72220f70186a0e8a522,793
5390a72220f70186a0e8ac3b,1366
5390a72320f70186a0e8b323,3025
5390a74e20f70186a0e8b5c8,1165
5390a74f20f70186a0e8bc2c,1367
5390a74f20f70186a0e8bd11,1383
5390a74f20f70186a0e8bf67,-1
5390a74f20f70186a0e8c694,2658
5390a74f20f70186a0e8d636,795
5390a74f20f70186a0e8d84b,-1
5390a77d20f70186a0e8ddc0,3044
5390a77d20f70186a0e8dddc,2377
5390a77d20f70186a0e8e677,-1
5390a77d20f70186a0e8eda3,795
5390a77d20f70186a0e8edc9,1165
5390a77d20f70186a0e8ee0c,798
5390a77d20f70186a0e8ee20,798
5390a77d20f70186a0e8f486,1318
5390a77d20f70186a0e8fd41,-1
5390a79f20f70186a0e909ef,2252
5390a79f20f70186a0e91d51,1370
5390a7f520f70186a0e932da,-1
5390a7f520f70186a0e935f2,-1
5390a7f520f70186a0e94325,-1
5390a7f620f70186a0e945d1,2221
5390a80e20f70186a0e954c3,1360
5390a80e20f70186a0e95abf,-1
5390a80f20f70186a0e966cc,-1
5390a80f20f70186a0e9673c,3071
5390a80f20f70186a0e9765d,1425
5390a88c20f70186a0e99b41,1345
5390a88c20f70186a0e99d47,1381
5390a8b120f70186a0e9a925,-1
5390a8b220f70186a0e9bacf,1333
5390a8b220f70186a0e9c4e2,-1
5390a8b220f70186a0e9ccf6,-1
5390a8db20f70186a0e9da9e,2092
5390a8dc20f70186a0e9e0d6,3349
5390a8dc20f70186a0e9e0ec,2390
5390a8dc20f70186a0e9edd1,2507
5390a8dc20f70186a0e9f06b,2658
5390a8dc20f70186a0e9f0de,1165
5390a93b20f70186a0e9fbc3,-1
5390a93b20f70186a0e9fdfa,-1
5390a93b20f70186a0ea00a2,-1
5390a93b20f70186a0ea0740,894
5390a93b20f70186a0ea078b,-1
5390a93b20f70186a0ea0ef4,3029
5390a93b20f70186a0ea0efe,3029
5390a93b20f70186a0ea0f6a,1105
5390a96f20f70186a0ea45e3,1377
5390a9a420f70186a0ea4cad,348
5390a9a420f70186a0ea4d1d,-1
5390a9a420f70186a0ea4f10,2961
5390a9a420f70186a0ea4f2f,2961
5390a9a520f70186a0ea6e67,2221
5390aa0e20f70186a0ea793b,1105
5390aa0e20f70186a0ea795a,-1
5390aa0f20f70186a0ea8d2a,1345
5390aa7620f70186a0eaa59f,2507
5390aa7620f70186a0eaa5a9,2507
5390aa7620f70186a0eab234,-1
5390aa7620f70186a0eabd44,-1
5390aa7620f70186a0eac50e,-1
5390aaf920f70186a0ead1a8,-1
5390aaf920f70186a0ead6a8,-1
5390aaf920f70186a0ead799,984
5390aaf920f70186a0eae892,-1
5390aaf920f70186a0eaeb2a,-1
5390aaf920f70186a0eaee5a,1360
5390ab8820f70186a0eaffdf,-1
5390ab8820f70186a0eb003e,-1
5390ab8820f70186a0eb00f0,3350
5390ab8820f70186a0eb1036,-1
5390ab8820f70186a0eb1bc0,1733
5390ab8820f70186a0eb1c0d,794
5390ac1720f70186a0eb2cfb,3071
5390ac1820f70186a0eb3253,795
5390ac1820f70186a0eb3826,1019
5390ac1820f70186a0eb3d47,1105
5390ac5720f70186a0eb59ea,-1
5390ac5720f70186a0eb5e45,795
5390ac5720f70186a0eb67b1,-1
5390aca820f70186a0eb76db,1426
5390aca820f70186a0eb7ac8,-1
5390aca820f70186a0eb8221,856
5390aca820f70186a0eb8633,1346
5390aca820f70186a0eb865e,-1
5390ad0620f70186a0eba17f,947
5390ad0620f70186a0ebab26,791
5390ad0720f70186a0ebb310,-1
5390ad0720f70186a0ebbb9d,1346
5390ad0720f70186a0ebbbc1,1343
5390ad0720f70186a0ebc07e,856
5390ad0720f70186a0ebc654,3226
5390ad5620f70186a0ebd74a,2221
5390ad5620f70186a0ebd995,-1
5390ad5620f70186a0ebe5f1,2092
5390ad5620f70186a0ebe851,3226
5390ad5620f70186a0ebe898,2507
5390ad5620f70186a0ebec01,-1
5390ad8920f70186a0ebff1b,2301
5390ad8920f70186a0ec0293,-1
5390ada620f70186a0ec1e0e,2658
5390ada620f70186a0ec24aa,1382
5390ada620f70186a0ec2f42,940
5390adfc20f70186a0ec4d96,2297
5390adfd20f70186a0ec5959,769
5390adfd20f70186a0ec5aef,500
5390adfd20f70186a0ec5bfb,-1
5390adfd20f70186a0ec658b,-1
5390ae2e20f70186a0ec6b8a,1019
5390ae2e20f70186a0ec6beb,1019
5390ae2e20f70186a0ec6d1a,1950
5390ae2e20f70186a0ec7190,-1
5390ae2e20f70186a0ec7304,3226
5390ae2e20f70186a0ec74c3,798
5390ae2e20f70186a0ec8c0c,2443
5390ae2e20f70186a0ec8cb6,2390
5390aeba20f70186a0eca760,-1
5390aeba20f70186a0eca8d0,1162
5390aefb20f70186a0ecc273,2110
5390aefc20f70186a0ecd440,-1
5390aefc20f70186a0ecd55e,1019
5390aefc20f70186a0ecd861,3025
5390aefc20f70186a0ecda68,1387
5390aefc20f70186a0ecdd10,-1
5390aefc20f70186a0ece31f,2032
5390af8820f70186a0ecef0d,1525
5390af8820f70186a0ecef8c,1525
5390af8920f70186a0ecf8de,3044
5390af8920f70186a0ecfd9e,1468
5390af8920f70186a0ecffa8,-1
5390af8920f70186a0ed02ac,-1
5390afc920f70186a0ed2d8f,2659
5390afc920f70186a0ed34fe,1733
5390b00c20f70186a0ed41c5,347
5390b00c20f70186a0ed4a30,1370
5390b00c20f70186a0ed4e81,3146
5390b00c20f70186a0ed51d1,1424
5390b00c20f70186a0ed5570,-1
5390b00c20f70186a0ed5b98,2991
5390b00c20f70186a0ed5dd4,-1
5390b00c20f70186a0ed5f49,3000
5390b00c20f70186a0ed61d0,1382
5390b00c20f70186a0ed6438,-1
5390b04120f70186a0ed674b,1728
5390b04120f70186a0ed68ad,-1
5390b04120f70186a0ed776f,-1
5390b04120f70186a0ed7e5d,3029
5390b04120f70186a0ed7eb1,799
5390b04120f70186a0ed7fa9,2370
5390b04120f70186a0ed8606,-1
5390b04120f70186a0ed8957,2092
5390b0ca20f70186a0ed9a55,1347
5390b0ca20f70186a0ed9b75,793
5390b0ca20f70186a0ed9c15,795
5390b0ca20f70186a0ed9ed9,-1
5390b0ca20f70186a0eda610,-1
5390b0ca20f70186a0edaa36,-1
5390b13020f70186a0edc310,2659
5390b13020f70186a0edcf20,1736
5390b13020f70186a0ede2b3,-1
5390b19020f70186a0edfc87,1950
5390b1d220f70186a0ee11c1,-1
5390b1d220f70186a0ee14a0,-1
5390b1d220f70186a0ee15e1,2658
5390b1d220f70186a0ee1975,1347
5390b1d220f70186a0ee1c95,967
5390b1d220f70186a0ee23f4,771
5390b1d220f70186a0ee258b,-1
5390b1d220f70186a0ee35cf,3146
5390b20120f70186a0ee4215,1105
5390b20120f70186a0ee425a,-1
5390b20120f70186a0ee56fe,1730
5390b24320f70186a0ee6c5a,2301
5390b24320f70186a0ee6c9f,3071
5390b24320f70186a0ee6e8a,1728
5390b24420f70186a0ee801b,-1
5390b24420f70186a0ee8432,358
5390b29820f70186a0ee8b56,-1
5390b29820f70186a0ee8ef1,-1
5390b29820f70186a0ee91bc,3350
5390b29820f70186a0ee988e,-1
5390b29820f70186a0eea30a,2222
5390b29820f70186a0eea477,2377
5390b2d620f70186a0eeb67c,2221
5390b2fc20f70186a0eedb4c,1105
5390b2fc20f70186a0eedc02,784
5390b2fc20f70186a0eee04d,-1
5390b2fc20f70186a0eeee25,-1
5390b2fc20f70186a0eef961,2221
5390b2fc20f70186a0eefd99,-1
5390b36120f70186a0ef0444,-1
5390b36120f70186a0ef0eb3,-1
5390b36120f70186a0ef10ba,1728
5390b36120f70186a0ef147c,3350
5390b36120f70186a0ef1b1f,-1
5390b36120f70186a0ef1db6,2221
5390b3ae20f70186a0ef343c,-1
5390b3ae20f70186a0ef3ec8,-1
5390b3ae20f70186a0ef4649,387
5390b3da20f70186a0ef5d55,-1
5390b3da20f70186a0ef6385,2222
5390b3da20f70186a0ef6bd3,2300
5390b3da20f70186a0ef6e5f,347
5390b3da20f70186a0ef79a2,2222
5390b44620f70186a0ef89fb,-1
5390b44620f70186a0ef8da6,1733
5390b44620f70186a0ef8fa4,347
5390b44620f70186a0ef9930,-1
5390b44620f70186a0ef9a3a,3226
5390b44620f70186a0efa2d7,-1
5390b48420f70186a0efac10,775
5390b48420f70186a0efadfd,1426
5390b48420f70186a0efbb92,-1
5390b48420f70186a0efbc6b,-1
5390b4c320f70186a0efcf97,-1
5390b4c320f70186a0efd4a9,1105
5390b4c320f70186a0efd557,1105
5390b4c320f70186a0efdfab,-1
5390b4c320f70186a0efe0f1,970
5390b4c420f70186a0efe91f,-1
5390b4c420f70186a0efecb5,315
5390b4c420f70186a0efef1f,796
5390b4c420f70186a0efef77,-1
5390b4c420f70186a0eff26c,-1
5390b4da20f70186a0effde4,2443
5390b4da20f70186a0f00721,-1
5390b4da20f70186a0f00b21,-1
5390b4da20f70186a0f012e0,1378
5390b4da20f70186a0f015b6,1378
5390b52620f70186a0f02b36,1378
5390b52620f70186a0f02e78,-1
5390b52620f70186a0f04373,1377
5390b52620f70186a0f04531,-1
5390b56a20f70186a0f0492c,-1
5390b56a20f70186a0f04de0,-1
5390b56a20f70186a0f04e24,791
5390b56a20f70186a0f04f3c,-1
5390b56a20f70186a0f04fe0,1950
5390b56a20f70186a0f0542a,1383
5390b56a20f70186a0f0553c,1383
5390b56a20f70186a0f0587d,1383
5390b56a20f70186a0f05918,1383
5390b5c620f70186a0f08c53,1381
5390b5c720f70186a0f092bd,1355
5390b5df20f70186a0f09da3,-1
5390b5df20f70186a0f0a32e,347
5390b5df20f70186a0f0a483,1733
5390b5ed20f70186a0f0cd56,1352
5390b60d20f70186a0f119d6,1348
5390b60d20f70186a0f11a6e,1348
5390b60d20f70186a0f120fb,-1
5390b60d20f70186a0f1228d,2297
5390b60d20f70186a0f12309,-1
5390b60d20f70186a0f12b79,-1
5390b60d20f70186a0f1311a,1105
5390b61e20f70186a0f14137,1317
5390b61e20f70186a0f14ff8,1494
5390b61e20f70186a0f150e0,1494
5390b61e20f70186a0f151cf,-1
5390b63320f70186a0f16775,1650
5390b63320f70186a0f16784,1650
5390b63320f70186a0f16794,856
5390b63320f70186a0f181de,1329
5390b64020f70186a0f18950,1329
5390b64020f70186a0f18bce,1329
5390b64020f70186a0f19038,-1
5390b64020f70186a0f190d3,1923
5390b64020f70186a0f1991b,1357
5390b64020f70186a0f19c14,1357
5390b64020f70186a0f19cba,1357
5390b64020f70186a0f19f59,1357
5390b64020f70186a0f1a0fc,-1
5390b64020f70186a0f1a477,1344
5390b64020f70186a0f1a5e8,1344
5390b64020f70186a0f1a7fa,1344
5390b64020f70186a0f1aa50,2659
5390b68720f70186a0f1b3f4,1367
5390b68720f70186a0f1b403,1367
5390b68720f70186a0f1b489,1367
5390b68720f70186a0f1c1ef,1352
5390b68720f70186a0f1c427,1360
5390b68720f70186a0f1c4c0,1360
5390b68720f70186a0f1c872,1378
5390b68720f70186a0f1c954,1378
5390b68720f70186a0f1c9b4,1357
5390b68720f70186a0f1cb8e,1381
5390b68720f70186a0f1cc61,-1
5390b68720f70186a0f1cd53,-1
5390b68720f70186a0f1ce6f,1362
5390b68720f70186a0f1ce8b,1362
5390b68720f70186a0f1cf7f,-1
5390b68720f70186a0f1d045,1377
5390b68720f70186a0f1d0c6,-1
5390b68720f70186a0f1d15a,-1
5390b68720f70186a0f1d34e,-1
5390b71120f70186a0f1dc16,3226
5390b71120f70186a0f1dc3c,1424
5390b71120f70186a0f1e35f,3350
5390b71120f70186a0f1e4a2,-1
5390b71120f70186a0f1f291,970
5390b71120f70186a0f1f9d8,2991
5390b71120f70186a0f1f9dd,2991
5390b71120f70186a0f1fc07,3146
5390b71120f70186a0f1fec6,-1
5390b72d20f70186a0f203d5,-1
5390b72d20f70186a0f204e0,1105
5390b72d20f70186a0f205d6,894
5390b72e20f70186a0f208e1,-1
5390b72e20f70186a0f2095e,-1
5390b72e20f70186a0f2131d,2804
5390b72e20f70186a0f2169e,-1
5390b72e20f70186a0f222cc,-1
5390b78a20f70186a0f237e6,2370
5390b78a20f70186a0f238ec,799
5390b78a20f70186a0f23cd6,1923
5390b78a20f70186a0f23e13,-1
5390b78a20f70186a0f241a5,1159
5390b78a20f70186a0f24599,1468
5390b78a20f70186a0f246c5,1736
5390b78a20f70186a0f24cc4,-1
5390b7fe20f70186a0f26bde,-1
5390b7fe20f70186a0f26f7c,2658
5390b7ff20f70186a0f27a0e,1923
5390b86b20f70186a0f283aa,-1
5390b86b20f70186a0f28e8a,-1
5390b86b20f70186a0f2a589,784
5390b86b20f70186a0f2a590,784
5390b8d720f70186a0f2b297,1426
5390b8d720f70186a0f2b795,-1
5390b8d720f70186a0f2b950,-1
5390b8d720f70186a0f2bf0b,-1
5390b8d720f70186a0f2c21f,-1
5390b95420f70186a0f2db16,-1
5390b95420f70186a0f2e1c4,-1
5390b95420f70186a0f2e21a,-1
5390b95520f70186a0f2f650,1728
5390b95520f70186a0f2f7a6,-1
5390b9d520f70186a0f30df1,-1
5390b9d520f70186a0f30f78,-1
5390b9d520f70186a0f31767,-1
5390b9d520f70186a0f325b7,984
5390ba0a20f70186a0f3272c,-1
5390ba0a20f70186a0f32742,-1
5390ba0a20f70186a0f32dde,785
5390ba0a20f70186a0f339d8,970
5390ba0a20f70186a0f3404f,-1
5390ba0a20f70186a0f34209,-1
5390ba0a20f70186a0f34649,1525
5390ba3820f70186a0f352e8,1165
5390ba3820f70186a0f3567e,1426
5390ba3820f70186a0f356d3,894
5390ba3820f70186a0f36f04,3350
5390ba3820f70186a0f36f47,-1
5390ba3820f70186a0f3721e,-1
5390ba3820f70186a0f3756f,-1
5390baa120f70186a0f379ea,1105
5390baa120f70186a0f37bf3,674
5390baa120f70186a0f380b6,1491
5390baa120f70186a0f383dd,-1
5390baa120f70186a0f38e8a,-1
5390baa120f70186a0f3903e,2299
5390bae520f70186a0f3b38f,1370
5390bae520f70186a0f3b9a1,2961
5390bae520f70186a0f3ba1f,-1
5390bae520f70186a0f3bc5c,-1
5390bae620f70186a0f3c1d2,124
5390bae620f70186a0f3c1e6,-1
5390bb1d20f70186a0f3ce92,-1
5390bb1d20f70186a0f3d35c,-1
5390bb1d20f70186a0f3d544,387
5390bb1d20f70186a0f3d7a4,3029
5390bb1d20f70186a0f3e114,-1
5390bb1d20f70186a0f3e2b4,-1
5390bb1d20f70186a0f3e839,-1
5390bb7b20f70186a0f40844,3349
5390bb7b20f70186a0f408dc,3350
5390bb7b20f70186a0f40ebd,3350
5390bb7b20f70186a0f40f89,784
5390bb7b20f70186a0f416eb,-1
5390bb7b20f70186a0f41aeb,-1
5390bd1520f70186a0f432c5,1525
5390bd1520f70186a0f43537,-1
5390bd1520f70186a0f43bd7,-1
5390bd1520f70186a0f43ce1,-1
5390bd1520f70186a0f43d76,-1
5390bd1520f70186a0f43dca,-1
5390bd1520f70186a0f44305,1728
5390bda020f70186a0f45e60,-1
5390bda020f70186a0f46844,793
5390bda020f70186a0f4689a,799
5390bda020f70186a0f468aa,799
5390bda020f70186a0f47882,-1
5390bda020f70186a0f478cc,791
5390bda020f70186a0f4790e,894
5390bda020f70186a0f4799b,-1
5390bda020f70186a0f47e20,1733
5390bded20f70186a0f48712,2659
5390bded20f70186a0f48919,3029
5390bded20f70186a0f4922f,-1
5390bded20f70186a0f49285,-1
5390bded20f70186a0f49455,-1
5390bded20f70186a0f49c7a,1318
5390bded20f70186a0f49f4b,-1
5390bded20f70186a0f4a18c,-1
5390be6620f70186a0f4b610,-1
5390be6620f70186a0f4bb6e,1370
5390be6620f70186a0f4c040,-1
5390be6620f70186a0f4c3f1,-1
5390be6620f70186a0f4d242,984
5390bed320f70186a0f4d808,-1
5390bed320f70186a0f4d8b7,3349
5390bed320f70186a0f4da78,-1
5390bed320f70186a0f4dc4a,1736
5390bed320f70186a0f4df8a,769
5390bed320f70186a0f4e531,799
5390bed320f70186a0f4f16f,-1
5390bf1320f70186a0f50346,1382
5390bf1320f70186a0f5059f,1950
5390bf1320f70186a0f5070e,3029
5390bf1320f70186a0f5077c,2092
5390bf1320f70186a0f508ce,814
5390bf1320f70186a0f50d20,2390
5390bf1320f70186a0f51088,3350
5390bf1320f70186a0f5112e,3350
5390bf1320f70186a0f51179,-1
5390bf1320f70186a0f51225,2507
5390bf1320f70186a0f513c3,785
5390bf1320f70186a0f5163d,-1
5390bf1320f70186a0f51c8b,785
5390bfa220f70186a0f53506,1468
5390bfa220f70186a0f53fc6,-1
5390bfa220f70186a0f54266,-1
5390bfa220f70186a0f54543,-1
5390bfa220f70186a0f545d6,-1
5390c04520f70186a0f5682c,-1
5390c04520f70186a0f568f3,894
5390c04520f70186a0f56d27,-1
5390c04520f70186a0f56db7,1950
5390c04520f70186a0f56e3a,970
5390c04520f70186a0f57067,2596
5390c04520f70186a0f57d2b,-1
5390c04520f70186a0f57dcd,-1
5390c04b20f70186a0f57f84,257
5390c04b20f70186a0f583bc,257
5390c04b20f70186a0f5857b,257
53e9978ab7602d9701f47156,908
53e99792b7602d9701f549a2,-1
53e99796b7602d9701f5c193,1358
53e99796b7602d9701f5d119,-1
53e99796b7602d9701f5d790,219
53e99796b7602d9701f5daba,-1
53e9979eb7602d9701f6aba8,-1
53e9979eb7602d9701f6bd07,19
53e997a2b7602d9701f71a90,-1
53e997a6b7602d9701f78e1a,-1
53e997a6b7602d9701f7dccf,-1
53e997a6b7602d9701f7f7a8,2517
53e997aeb7602d9701f87fd7,-1
53e997aeb7602d9701f89acb,-1
53e997aeb7602d9701f8c502,-1
53e997b2b7602d9701f92cf4,-1
53e997b5b7602d9701f98252,2058
53e997b5b7602d9701f98e83,1567
53e997b5b7602d9701f99f4e,-1
53e997bdb7602d9701fa8a94,-1
53e997bdb7602d9701fa9bdb,3272
53e997c1b7602d9701fac5a8,-1
53e997c1b7602d9701fad5eb,226
53e997c2b7602d9701fb1047,-1
53e997c2b7602d9701fb12b6,2554
53e997c6b7602d9701fb4b81,2659
53e997c6b7602d9701fb5216,492
53e997c6b7602d9701fb609d,1380
53e997cbb7602d9701fbaf51,2665
53e997cbb7602d9701fbb764,-1
53e997cbb7602d9701fbd1e2,3090
53e997ccb7602d9701fbed49,2721
53e997d1b7602d9701fc21f0,2240
53e997d7b7602d9701fcb568,2527
53e997d7b7602d9701fcd6f8,1644
53e997ddb7602d9701fd4e2f,1722
53e997ddb7602d9701fd5e51,-1
53e997e3b7602d9701fd855b,3117
53e997e3b7602d9701fda1bd,1832
53e997e4b7602d9701fda4a0,-1
53e997e4b7602d9701fda996,2144
53e997e4b7602d9701fdcfbc,-1
53e997e4b7602d9701fde5ac,-1
53e997e9b7602d9701fe28e9,1945
53e997e9b7602d9701fe2ea9,315
53e997e9b7602d9701fe3a36,-1
53e997e9b7602d9701fe647f,1493
53e997ecb7602d9701fe7d9c,2058
53e997ecb7602d9701fe9523,814
53e997ecb7602d9701fe9e3b,2587
53e997ecb7602d9701fead16,1686
53e997f1b7602d9701ff05bf,-1
53e997f5b7602d9701ffb7b3,2503
53e997f8b7602d9701ffc88a,2563
53e997f8b7602d9701ffec1e,1900
53e997f8b7602d97020014dd,-1
53e997f9b7602d97020024a5,-1
53e997fcb7602d9702004726,-1
53e997fcb7602d9702006ef8,58
53e997fcb7602d97020075aa,-1
53e997fcb7602d9702008be9,2295
53e99800b7602d970200d5f1,-1
53e99800b7602d970200fb19,-1
53e99800b7602d97020114d9,563
53e99803b7602d9702013142,-1
53e99803b7602d970201465b,-1
53e99804b7602d970201847c,-1
53e99808b7602d970201a009,-1
53e99808b7602d970201bb2c,-1
53e99808b7602d970201c07b,-1
53e99809b7602d970201e437,-1
53e99809b7602d970201e56b,2598
53e99809b7602d970201ecfc,-1
53e99809b7602d970202077d,-1
53e9980eb7602d9702021c06,453
53e9980eb7602d97020274d5,1173
53e9980eb7602d9702027d75,2768
53e99813b7602d970202be3a,1171
53e99813b7602d970202dc08,-1
53e99818b7602d97020316ae,-1
53e9981db7602d9702037c21,824
53e9981db7602d9702038c96,2697
53e9981db7602d970203b830,-1
53e9981db7602d970203bd3d,-1
53e99821b7602d970203e9da,-1
53e99827b7602d9702048b23,-1
53e99827b7602d970204a67c,3097
53e99827b7602d970204a90f,-1
53e9982cb7602d970204fb6e,-1
53e9982cb7602d97020502f0,1899
53e9982cb7602d9702053f13,-1
53e9982cb7602d97020540ab,1996
53e99832b7602d9702055c78,-1
53e99832b7602d970205611d,786
53e99832b7602d9702056521,-1
53e99833b7602d970205a970,-1
53e99837b7602d970205beb1,-1
53e99838b7602d9702060326,2918
53e99838b7602d970206280d,496
53e99838b7602d9702062b0d,2466
53e9983db7602d9702067def,-1
53e9983db7602d970206a0f6,2204
53e99842b7602d970206c538,-1
53e99842b7602d970206dfc3,-1
53e99842b7602d970207150b,-1
53e99845b7602d9702072708,854
53e99846b7602d97020747f9,2959
53e9984bb7602d970207fe4b,2562
53e9984bb7602d970207ff52,1583
53e9984fb7602d97020840d0,-1
53e99853b7602d970208844a,104
53e99853b7602d9702089951,2818
53e99853b7602d970208a13a,3094
